month,town,resale_price
2012-03,TAMPINES,750000
2012-03,TAMPINES,760000
2012-03,TOA PAYOH,253000
2012-03,TOA PAYOH,275000
2012-03,TOA PAYOH,277000
2012-03,TOA PAYOH,283000
2012-03,TOA PAYOH,283000
2012-03,TOA PAYOH,283000
2012-03,TOA PAYOH,285800
2012-03,TOA PAYOH,293000
2012-03,TOA PAYOH,309000
2012-03,TOA PAYOH,315000
2012-03,TOA PAYOH,315000
2012-03,TOA PAYOH,317000
2012-03,TOA PAYOH,320000
2012-03,TOA PAYOH,320000
2012-03,TOA PAYOH,322000
2012-03,TOA PAYOH,323000
2012-03,TOA PAYOH,324488
2012-03,TOA PAYOH,325000
2012-03,TOA PAYOH,329000
2012-03,TOA PAYOH,330000
2012-03,TOA PAYOH,333000
2012-03,TOA PAYOH,333000
2012-03,TOA PAYOH,333000
2012-03,TOA PAYOH,335000
2012-03,TOA PAYOH,336000
2012-03,TOA PAYOH,338588
2012-03,TOA PAYOH,339000
2012-03,TOA PAYOH,340000
2012-03,TOA PAYOH,342000
2012-03,TOA PAYOH,343000
2012-03,TOA PAYOH,343000
2012-03,TOA PAYOH,345000
2012-03,TOA PAYOH,348000
2012-03,TOA PAYOH,350000
2012-03,TOA PAYOH,361000
2012-03,TOA PAYOH,362000
2012-03,TOA PAYOH,363000
2012-03,TOA PAYOH,365000
2012-03,TOA PAYOH,366000
2012-03,TOA PAYOH,368000
2012-03,TOA PAYOH,372000
2012-03,TOA PAYOH,373000
2012-03,TOA PAYOH,375000
2012-03,TOA PAYOH,375000
2012-03,TOA PAYOH,380000
2012-03,TOA PAYOH,387000
2012-03,TOA PAYOH,390000
2012-03,TOA PAYOH,400000
2012-03,TOA PAYOH,409000
2012-03,TOA PAYOH,413000
2012-03,TOA PAYOH,432000
2012-03,TOA PAYOH,450000
2012-03,TOA PAYOH,460000
2012-03,TOA PAYOH,478000
2012-03,TOA PAYOH,546000
2012-03,TOA PAYOH,550000
2012-03,TOA PAYOH,580000
2012-03,TOA PAYOH,585000
2012-03,TOA PAYOH,586000
2012-03,TOA PAYOH,607000
2012-03,TOA PAYOH,631000
2012-03,TOA PAYOH,665000
2012-03,TOA PAYOH,670000
2012-03,TOA PAYOH,680000
2012-03,TOA PAYOH,680000
2012-03,TOA PAYOH,683000
2012-03,TOA PAYOH,700000
2012-03,TOA PAYOH,710000
2012-03,TOA PAYOH,721500
2012-03,TOA PAYOH,724888
2012-03,TOA PAYOH,725000
2012-03,TOA PAYOH,725000
2012-03,TOA PAYOH,755000
2012-03,TOA PAYOH,768000
2012-03,TOA PAYOH,835000
2012-03,TOA PAYOH,862000
2012-03,TOA PAYOH,910000
2012-03,WOODLANDS,250000
2012-03,WOODLANDS,281000
2012-03,WOODLANDS,282000
2012-03,WOODLANDS,284000
2012-03,WOODLANDS,285000
2012-03,WOODLANDS,286000
2012-03,WOODLANDS,287000
2012-03,WOODLANDS,290000
2012-03,WOODLANDS,291000
2012-03,WOODLANDS,293500
2012-03,WOODLANDS,295000
2012-03,WOODLANDS,295000
2012-03,WOODLANDS,295000
2012-03,WOODLANDS,295000
2012-03,WOODLANDS,296000
2012-03,WOODLANDS,298000
2012-03,WOODLANDS,298000
2012-03,WOODLANDS,299000
2012-03,WOODLANDS,305000
2012-03,WOODLANDS,305000
2012-03,WOODLANDS,312000
2012-03,WOODLANDS,313000
2012-03,WOODLANDS,316000
2012-03,WOODLANDS,317000
2012-03,WOODLANDS,318000
2012-03,WOODLANDS,320000
2012-03,WOODLANDS,321000
2012-03,WOODLANDS,325000
2012-03,WOODLANDS,326000
2012-03,WOODLANDS,327000
2012-03,WOODLANDS,328000
2012-03,WOODLANDS,330000
2012-03,WOODLANDS,333000
2012-03,WOODLANDS,342000
2012-03,WOODLANDS,342000
2012-03,WOODLANDS,342888
2012-03,WOODLANDS,345000
2012-03,WOODLANDS,346000
2012-03,WOODLANDS,350000
2012-03,WOODLANDS,350000
2012-03,WOODLANDS,350000
2012-03,WOODLANDS,352000
2012-03,WOODLANDS,355000
2012-03,WOODLANDS,356000
2012-03,WOODLANDS,357000
2012-03,WOODLANDS,357500
2012-03,WOODLANDS,358000
2012-03,WOODLANDS,359000
2012-03,WOODLANDS,362000
2012-03,WOODLANDS,363000
2012-03,WOODLANDS,363000
2012-03,WOODLANDS,365000
2012-03,WOODLANDS,365000
2012-03,WOODLANDS,365000
2012-03,WOODLANDS,368000
2012-03,WOODLANDS,368000
2012-03,WOODLANDS,369000
2012-03,WOODLANDS,369000
2012-03,WOODLANDS,370500
2012-03,WOODLANDS,372000
2012-03,WOODLANDS,374688
2012-03,WOODLANDS,375000
2012-03,WOODLANDS,375000
2012-03,WOODLANDS,375000
2012-03,WOODLANDS,375000
2012-03,WOODLANDS,375000
2012-03,WOODLANDS,378000
2012-03,WOODLANDS,381000
2012-03,WOODLANDS,383000
2012-03,WOODLANDS,383000
2012-03,WOODLANDS,387000
2012-03,WOODLANDS,387000
2012-03,WOODLANDS,389000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,390000
2012-03,WOODLANDS,393888
2012-03,WOODLANDS,394000
2012-03,WOODLANDS,394000
2012-03,WOODLANDS,395000
2012-03,WOODLANDS,395000
2012-03,WOODLANDS,395000
2012-03,WOODLANDS,398000
2012-03,WOODLANDS,398000
2012-03,WOODLANDS,398000
2012-03,WOODLANDS,398500
2012-03,WOODLANDS,400000
2012-03,WOODLANDS,400000
2012-03,WOODLANDS,400000
2012-03,WOODLANDS,401000
2012-03,WOODLANDS,401000
2012-03,WOODLANDS,403000
2012-03,WOODLANDS,404500
2012-03,WOODLANDS,405000
2012-03,WOODLANDS,405000
2012-03,WOODLANDS,407000
2012-03,WOODLANDS,408000
2012-03,WOODLANDS,408000
2012-03,WOODLANDS,408000
2012-03,WOODLANDS,408000
2012-03,WOODLANDS,408000
2012-03,WOODLANDS,410000
2012-03,WOODLANDS,410000
2012-03,WOODLANDS,410000
2012-03,WOODLANDS,410000
2012-03,WOODLANDS,411000
2012-03,WOODLANDS,412000
2012-03,WOODLANDS,413000
2012-03,WOODLANDS,414000
2012-03,WOODLANDS,414180
2012-03,WOODLANDS,415000
2012-03,WOODLANDS,415000
2012-03,WOODLANDS,418000
2012-03,WOODLANDS,418000
2012-03,WOODLANDS,418000
2012-03,WOODLANDS,418888
2012-03,WOODLANDS,420000
2012-03,WOODLANDS,420000
2012-03,WOODLANDS,420000
2012-03,WOODLANDS,421000
2012-03,WOODLANDS,424000
2012-03,WOODLANDS,425000
2012-03,WOODLANDS,425000
2012-03,WOODLANDS,425000
2012-03,WOODLANDS,425000
2012-03,WOODLANDS,428000
2012-03,WOODLANDS,428000
2012-03,WOODLANDS,429500
2012-03,WOODLANDS,430000
2012-03,WOODLANDS,430000
2012-03,WOODLANDS,430000
2012-03,WOODLANDS,430000
2012-03,WOODLANDS,430000
2012-03,WOODLANDS,430888
2012-03,WOODLANDS,431000
2012-03,WOODLANDS,432000
2012-03,WOODLANDS,432000
2012-03,WOODLANDS,432000
2012-03,WOODLANDS,433000
2012-03,WOODLANDS,433000
2012-03,WOODLANDS,433000
2012-03,WOODLANDS,433000
2012-03,WOODLANDS,433000
2012-03,WOODLANDS,434000
2012-03,WOODLANDS,435000
2012-03,WOODLANDS,435000
2012-03,WOODLANDS,435000
2012-03,WOODLANDS,435000
2012-03,WOODLANDS,436000
2012-03,WOODLANDS,437000
2012-03,WOODLANDS,437000
2012-03,WOODLANDS,440000
2012-03,WOODLANDS,440000
2012-03,WOODLANDS,440000
2012-03,WOODLANDS,441000
2012-03,WOODLANDS,442000
2012-03,WOODLANDS,443000
2012-03,WOODLANDS,445000
2012-03,WOODLANDS,445000
2012-03,WOODLANDS,445000
2012-03,WOODLANDS,445000
2012-03,WOODLANDS,448000
2012-03,WOODLANDS,448000
2012-03,WOODLANDS,450000
2012-03,WOODLANDS,450000
2012-03,WOODLANDS,450000
2012-03,WOODLANDS,450000
2012-03,WOODLANDS,450000
2012-03,WOODLANDS,450000
2012-03,WOODLANDS,451000
2012-03,WOODLANDS,452000
2012-03,WOODLANDS,452000
2012-03,WOODLANDS,458000
2012-03,WOODLANDS,458000
2012-03,WOODLANDS,458000
2012-03,WOODLANDS,458000
2012-03,WOODLANDS,460000
2012-03,WOODLANDS,460000
2012-03,WOODLANDS,460000
2012-03,WOODLANDS,463000
2012-03,WOODLANDS,464000
2012-03,WOODLANDS,467000
2012-03,WOODLANDS,470000
2012-03,WOODLANDS,470000
2012-03,WOODLANDS,470000
2012-03,WOODLANDS,470000
2012-03,WOODLANDS,472000
2012-03,WOODLANDS,472200
2012-03,WOODLANDS,473000
2012-03,WOODLANDS,473000
2012-03,WOODLANDS,476000
2012-03,WOODLANDS,480000
2012-03,WOODLANDS,485000
2012-03,WOODLANDS,490000
2012-03,WOODLANDS,491000
2012-03,WOODLANDS,495000
2012-03,WOODLANDS,495000
2012-03,WOODLANDS,497000
2012-03,WOODLANDS,497000
2012-03,WOODLANDS,497000
2012-03,WOODLANDS,500000
2012-03,WOODLANDS,505000
2012-03,WOODLANDS,507000
2012-03,WOODLANDS,510000
2012-03,WOODLANDS,510000
2012-03,WOODLANDS,515000
2012-03,WOODLANDS,518000
2012-03,WOODLANDS,535000
2012-03,WOODLANDS,538000
2012-03,WOODLANDS,542000
2012-03,WOODLANDS,557000
2012-03,WOODLANDS,565000
2012-03,WOODLANDS,575000
2012-03,WOODLANDS,583500
2012-03,WOODLANDS,585000
2012-03,WOODLANDS,590000
2012-03,WOODLANDS,590000
2012-03,WOODLANDS,630000
2012-03,WOODLANDS,640000
2012-03,WOODLANDS,659500
2012-03,WOODLANDS,660000
2012-03,WOODLANDS,668000
2012-03,WOODLANDS,670000
2012-03,WOODLANDS,685000
2012-03,YISHUN,278000
2012-03,YISHUN,288000
2012-03,YISHUN,288000
2012-03,YISHUN,290000
2012-03,YISHUN,293000
2012-03,YISHUN,297000
2012-03,YISHUN,299000
2012-03,YISHUN,300000
2012-03,YISHUN,302000
2012-03,YISHUN,302000
2012-03,YISHUN,302000
2012-03,YISHUN,303000
2012-03,YISHUN,305000
2012-03,YISHUN,305000
2012-03,YISHUN,305000
2012-03,YISHUN,305000
2012-03,YISHUN,308000
2012-03,YISHUN,308500
2012-03,YISHUN,310000
2012-03,YISHUN,310000
2012-03,YISHUN,310000
2012-03,YISHUN,311000
2012-03,YISHUN,313000
2012-03,YISHUN,313000
2012-03,YISHUN,314000
2012-03,YISHUN,314000
2012-03,YISHUN,315000
2012-03,YISHUN,315000
2012-03,YISHUN,315000
2012-03,YISHUN,315000
2012-03,YISHUN,317000
2012-03,YISHUN,317000
2012-03,YISHUN,318000
2012-03,YISHUN,319000
2012-03,YISHUN,320000
2012-03,YISHUN,320000
2012-03,YISHUN,320000
2012-03,YISHUN,320000
2012-03,YISHUN,320000
2012-03,YISHUN,322000
2012-03,YISHUN,322000
2012-03,YISHUN,324000
2012-03,YISHUN,325000
2012-03,YISHUN,325000
2012-03,YISHUN,328000
2012-03,YISHUN,328000
2012-03,YISHUN,330000
2012-03,YISHUN,330000
2012-03,YISHUN,331000
2012-03,YISHUN,333000
2012-03,YISHUN,334000
2012-03,YISHUN,334000
2012-03,YISHUN,335000
2012-03,YISHUN,335000
2012-03,YISHUN,339000
2012-03,YISHUN,342000
2012-03,YISHUN,344000
2012-03,YISHUN,348000
2012-03,YISHUN,348500
2012-03,YISHUN,350000
2012-03,YISHUN,350000
2012-03,YISHUN,350000
2012-03,YISHUN,352000
2012-03,YISHUN,352500
2012-03,YISHUN,353000
2012-03,YISHUN,355000
2012-03,YISHUN,355500
2012-03,YISHUN,356000
2012-03,YISHUN,357000
2012-03,YISHUN,357000
2012-03,YISHUN,358000
2012-03,YISHUN,360000
2012-03,YISHUN,360000
2012-03,YISHUN,362000
2012-03,YISHUN,362000
2012-03,YISHUN,363000
2012-03,YISHUN,364000
2012-03,YISHUN,365000
2012-03,YISHUN,366000
2012-03,YISHUN,366000
2012-03,YISHUN,367000
2012-03,YISHUN,371000
2012-03,YISHUN,373000
2012-03,YISHUN,375000
2012-03,YISHUN,377000
2012-03,YISHUN,378000
2012-03,YISHUN,378000
2012-03,YISHUN,378888
2012-03,YISHUN,380000
2012-03,YISHUN,380000
2012-03,YISHUN,381000
2012-03,YISHUN,382000
2012-03,YISHUN,382000
2012-03,YISHUN,383000
2012-03,YISHUN,385000
2012-03,YISHUN,386000
2012-03,YISHUN,386000
2012-03,YISHUN,387888
2012-03,YISHUN,390000
2012-03,YISHUN,393000
2012-03,YISHUN,393000
2012-03,YISHUN,395000
2012-03,YISHUN,397000
2012-03,YISHUN,398000
2012-03,YISHUN,400000
2012-03,YISHUN,400000
2012-03,YISHUN,401000
2012-03,YISHUN,402000
2012-03,YISHUN,404000
2012-03,YISHUN,405000
2012-03,YISHUN,406080
2012-03,YISHUN,410000
2012-03,YISHUN,410000
2012-03,YISHUN,415000
2012-03,YISHUN,418000
2012-03,YISHUN,419000
2012-03,YISHUN,425000
2012-03,YISHUN,425000
2012-03,YISHUN,427000
2012-03,YISHUN,429600
2012-03,YISHUN,430000
2012-03,YISHUN,431000
2012-03,YISHUN,433000
2012-03,YISHUN,435000
2012-03,YISHUN,435000
2012-03,YISHUN,440000
2012-03,YISHUN,440000
2012-03,YISHUN,445000
2012-03,YISHUN,445000
2012-03,YISHUN,450000
2012-03,YISHUN,450000
2012-03,YISHUN,453000
2012-03,YISHUN,453000
2012-03,YISHUN,455000
2012-03,YISHUN,460000
2012-03,YISHUN,468000
2012-03,YISHUN,470000
2012-03,YISHUN,470000
2012-03,YISHUN,475000
2012-03,YISHUN,480000
2012-03,YISHUN,487116
2012-03,YISHUN,490000
2012-03,YISHUN,490000
2012-03,YISHUN,493000
2012-03,YISHUN,495000
2012-03,YISHUN,496000
2012-03,YISHUN,497000
2012-03,YISHUN,498000
2012-03,YISHUN,505000
2012-03,YISHUN,510000
2012-03,YISHUN,518000
2012-03,YISHUN,530888
2012-03,YISHUN,535000
2012-03,YISHUN,540000
2012-03,YISHUN,540000
2012-03,YISHUN,548000
2012-03,YISHUN,550000
2012-03,YISHUN,552000
2012-03,YISHUN,555000
2012-03,YISHUN,563000
2012-03,YISHUN,565000
2012-03,YISHUN,565000
2012-03,YISHUN,591000
2012-03,YISHUN,595000
2012-03,YISHUN,613000
2012-03,YISHUN,655000
2012-04,ANG MO KIO,252000
2012-04,ANG MO KIO,285000
2012-04,ANG MO KIO,302500
2012-04,ANG MO KIO,307000
2012-04,ANG MO KIO,307000
2012-04,ANG MO KIO,315000
2012-04,ANG MO KIO,318000
2012-04,ANG MO KIO,320000
2012-04,ANG MO KIO,322000
2012-04,ANG MO KIO,325000
2012-04,ANG MO KIO,325000
2012-04,ANG MO KIO,327000
2012-04,ANG MO KIO,329000
2012-04,ANG MO KIO,330000
2012-04,ANG MO KIO,332000
2012-04,ANG MO KIO,332000
2012-04,ANG MO KIO,332000
2012-04,ANG MO KIO,333000
2012-04,ANG MO KIO,333800
2012-04,ANG MO KIO,335000
2012-04,ANG MO KIO,335000
2012-04,ANG MO KIO,336000
2012-04,ANG MO KIO,337000
2012-04,ANG MO KIO,337000
2012-04,ANG MO KIO,337000
2012-04,ANG MO KIO,338000
2012-04,ANG MO KIO,338000
2012-04,ANG MO KIO,340000
2012-04,ANG MO KIO,340000
2012-04,ANG MO KIO,340000
2012-04,ANG MO KIO,341000
2012-04,ANG MO KIO,342000
2012-04,ANG MO KIO,343000
2012-04,ANG MO KIO,343000
2012-04,ANG MO KIO,345000
2012-04,ANG MO KIO,345000
2012-04,ANG MO KIO,347000
2012-04,ANG MO KIO,355000
2012-04,ANG MO KIO,357000
2012-04,ANG MO KIO,358000
2012-04,ANG MO KIO,359000
2012-04,ANG MO KIO,360000
2012-04,ANG MO KIO,360000
2012-04,ANG MO KIO,363000
2012-04,ANG MO KIO,363000
2012-04,ANG MO KIO,365000
2012-04,ANG MO KIO,366000
2012-04,ANG MO KIO,366000
2012-04,ANG MO KIO,371000
2012-04,ANG MO KIO,371000
2012-04,ANG MO KIO,377000
2012-04,ANG MO KIO,382000
2012-04,ANG MO KIO,388000
2012-04,ANG MO KIO,392000
2012-04,ANG MO KIO,400000
2012-04,ANG MO KIO,401000
2012-04,ANG MO KIO,403000
2012-04,ANG MO KIO,408000
2012-04,ANG MO KIO,408000
2012-04,ANG MO KIO,410000
2012-04,ANG MO KIO,410000
2012-04,ANG MO KIO,413000
2012-04,ANG MO KIO,413888
2012-04,ANG MO KIO,418000
2012-04,ANG MO KIO,420000
2012-04,ANG MO KIO,425000
2012-04,ANG MO KIO,435000
2012-04,ANG MO KIO,437000
2012-04,ANG MO KIO,440000
2012-04,ANG MO KIO,440000
2012-04,ANG MO KIO,441000
2012-04,ANG MO KIO,442000
2012-04,ANG MO KIO,445000
2012-04,ANG MO KIO,450000
2012-04,ANG MO KIO,455000
2012-04,ANG MO KIO,455000
2012-04,ANG MO KIO,456000
2012-04,ANG MO KIO,460000
2012-04,ANG MO KIO,460000
2012-04,ANG MO KIO,462000
2012-04,ANG MO KIO,465000
2012-04,ANG MO KIO,468000
2012-04,ANG MO KIO,473000
2012-04,ANG MO KIO,477000
2012-04,ANG MO KIO,480000
2012-04,ANG MO KIO,482000
2012-04,ANG MO KIO,508000
2012-04,ANG MO KIO,525000
2012-04,ANG MO KIO,525000
2012-04,ANG MO KIO,530000
2012-04,ANG MO KIO,535000
2012-04,ANG MO KIO,560000
2012-04,ANG MO KIO,568000
2012-04,ANG MO KIO,575000
2012-04,ANG MO KIO,579000
2012-04,ANG MO KIO,595888
2012-04,ANG MO KIO,604000
2012-04,ANG MO KIO,613000
2012-04,ANG MO KIO,620000
2012-04,ANG MO KIO,623500
2012-04,ANG MO KIO,630000
2012-04,ANG MO KIO,633000
2012-04,ANG MO KIO,700000
2012-04,ANG MO KIO,720000
2012-04,ANG MO KIO,756888
2012-04,BEDOK,245000
2012-04,BEDOK,260000
2012-04,BEDOK,280000
2012-04,BEDOK,307000
2012-04,BEDOK,307000
2012-04,BEDOK,307000
2012-04,BEDOK,310000
2012-04,BEDOK,312000
2012-04,BEDOK,314000
2012-04,BEDOK,315000
2012-04,BEDOK,316000
2012-04,BEDOK,317000
2012-04,BEDOK,318000
2012-04,BEDOK,318000
2012-04,BEDOK,318000
2012-04,BEDOK,318000
2012-04,BEDOK,318800
2012-04,BEDOK,319000
2012-04,BEDOK,320000
2012-04,BEDOK,320000
2012-04,BEDOK,322000
2012-04,BEDOK,323000
2012-04,BEDOK,325000
2012-04,BEDOK,325000
2012-04,BEDOK,325000
2012-04,BEDOK,325500
2012-04,BEDOK,326000
2012-04,BEDOK,327000
2012-04,BEDOK,328000
2012-04,BEDOK,330000
2012-04,BEDOK,332000
2012-04,BEDOK,332000
2012-04,BEDOK,337000
2012-04,BEDOK,337000
2012-04,BEDOK,338000
2012-04,BEDOK,338000
2012-04,BEDOK,340000
2012-04,BEDOK,340000
2012-04,BEDOK,341000
2012-04,BEDOK,341000
2012-04,BEDOK,342000
2012-04,BEDOK,344000
2012-04,BEDOK,345000
2012-04,BEDOK,346500
2012-04,BEDOK,350000
2012-04,BEDOK,350000
2012-04,BEDOK,353000
2012-04,BEDOK,356000
2012-04,BEDOK,356500
2012-04,BEDOK,360000
2012-04,BEDOK,362000
2012-04,BEDOK,372000
2012-04,BEDOK,380000
2012-04,BEDOK,380000
2012-04,BEDOK,385000
2012-04,BEDOK,391000
2012-04,BEDOK,391000
2012-04,BEDOK,392000
2012-04,BEDOK,394000
2012-04,BEDOK,398000
2012-04,BEDOK,398500
2012-04,BEDOK,400000
2012-04,BEDOK,403000
2012-04,BEDOK,405000
2012-04,BEDOK,407000
2012-04,BEDOK,410000
2012-04,BEDOK,412000
2012-04,BEDOK,412000
2012-04,BEDOK,415000
2012-04,BEDOK,415000
2012-04,BEDOK,416000
2012-04,BEDOK,416500
2012-04,BEDOK,420000
2012-04,BEDOK,420000
2012-04,BEDOK,420000
2012-04,BEDOK,420000
2012-04,BEDOK,420800
2012-04,BEDOK,423000
2012-04,BEDOK,424000
2012-04,BEDOK,425000
2012-04,BEDOK,428000
2012-04,BEDOK,432000
2012-04,BEDOK,434000
2012-04,BEDOK,434000
2012-04,BEDOK,435000
2012-04,BEDOK,440000
2012-04,BEDOK,443000
2012-04,BEDOK,450000
2012-04,BEDOK,470000
2012-04,BEDOK,470000
2012-04,BEDOK,470000
2012-04,BEDOK,473000
2012-04,BEDOK,475000
2012-04,BEDOK,475000
2012-04,BEDOK,475000
2012-04,BEDOK,478000
2012-04,BEDOK,490000
2012-04,BEDOK,498000
2012-04,BEDOK,501000
2012-04,BEDOK,510000
2012-04,BEDOK,529000
2012-04,BEDOK,530000
2012-04,BEDOK,540000
2012-04,BEDOK,545000
2012-04,BEDOK,550000
2012-04,BEDOK,555000
2012-04,BEDOK,570000
2012-04,BEDOK,575000
2012-04,BEDOK,600000
2012-04,BEDOK,618000
2012-04,BEDOK,645000
2012-04,BEDOK,650000
2012-04,BEDOK,650000
2012-04,BEDOK,655000
2012-04,BEDOK,663000
2012-04,BEDOK,665000
2012-04,BEDOK,695000
2012-04,BEDOK,700000
2012-04,BEDOK,710000
2012-04,BISHAN,280000
2012-04,BISHAN,303000
2012-04,BISHAN,373000
2012-04,BISHAN,400000
2012-04,BISHAN,410000
2012-04,BISHAN,420000
2012-04,BISHAN,442000
2012-04,BISHAN,466000
2012-04,BISHAN,475000
2012-04,BISHAN,480000
2012-04,BISHAN,483000
2012-04,BISHAN,500000
2012-04,BISHAN,500000
2012-04,BISHAN,509000
2012-04,BISHAN,518000
2012-04,BISHAN,533000
2012-04,BISHAN,540000
2012-04,BISHAN,540000
2012-04,BISHAN,550000
2012-04,BISHAN,561000
2012-04,BISHAN,570000
2012-04,BISHAN,573000
2012-04,BISHAN,590000
2012-04,BISHAN,615000
2012-04,BISHAN,618000
2012-04,BISHAN,620000
2012-04,BISHAN,640000
2012-04,BISHAN,648000
2012-04,BISHAN,662000
2012-04,BISHAN,670000
2012-04,BISHAN,673000
2012-04,BISHAN,688000
2012-04,BISHAN,710000
2012-04,BISHAN,730000
2012-04,BISHAN,730000
2012-04,BISHAN,799000
2012-04,BISHAN,800000
2012-04,BISHAN,869000
2012-04,BUKIT BATOK,280000
2012-04,BUKIT BATOK,286000
2012-04,BUKIT BATOK,290000
2012-04,BUKIT BATOK,290000
2012-04,BUKIT BATOK,293888
2012-04,BUKIT BATOK,298000
2012-04,BUKIT BATOK,298000
2012-04,BUKIT BATOK,303800
2012-04,BUKIT BATOK,305000
2012-04,BUKIT BATOK,307000
2012-04,BUKIT BATOK,308000
2012-04,BUKIT BATOK,312000
2012-04,BUKIT BATOK,312000
2012-04,BUKIT BATOK,315000
2012-04,BUKIT BATOK,315000
2012-04,BUKIT BATOK,315000
2012-04,BUKIT BATOK,317000
2012-04,BUKIT BATOK,318000
2012-04,BUKIT BATOK,320000
2012-04,BUKIT BATOK,322000
2012-04,BUKIT BATOK,322000
2012-04,BUKIT BATOK,325000
2012-04,BUKIT BATOK,325000
2012-04,BUKIT BATOK,327000
2012-04,BUKIT BATOK,330000
2012-04,BUKIT BATOK,330000
2012-04,BUKIT BATOK,333000
2012-04,BUKIT BATOK,333000
2012-04,BUKIT BATOK,333000
2012-04,BUKIT BATOK,333000
2012-04,BUKIT BATOK,336000
2012-04,BUKIT BATOK,337000
2012-04,BUKIT BATOK,338000
2012-04,BUKIT BATOK,340000
2012-04,BUKIT BATOK,340000
2012-04,BUKIT BATOK,342000
2012-04,BUKIT BATOK,343888
2012-04,BUKIT BATOK,345000
2012-04,BUKIT BATOK,348000
2012-04,BUKIT BATOK,350000
2012-04,BUKIT BATOK,350000
2012-04,BUKIT BATOK,350000
2012-04,BUKIT BATOK,353000
2012-04,BUKIT BATOK,353000
2012-04,BUKIT BATOK,355000
2012-04,BUKIT BATOK,355000
2012-04,BUKIT BATOK,360000
2012-04,BUKIT BATOK,363800
2012-04,BUKIT BATOK,365000
2012-04,BUKIT BATOK,365000
2012-04,BUKIT BATOK,372000
2012-04,BUKIT BATOK,373000
2012-04,BUKIT BATOK,376000
2012-04,BUKIT BATOK,382000
2012-04,BUKIT BATOK,400000
2012-04,BUKIT BATOK,403000
2012-04,BUKIT BATOK,405000
2012-04,BUKIT BATOK,412000
2012-04,BUKIT BATOK,420000
2012-04,BUKIT BATOK,420000
2012-04,BUKIT BATOK,420000
2012-04,BUKIT BATOK,428000
2012-04,BUKIT BATOK,430000
2012-04,BUKIT BATOK,430000
2012-04,BUKIT BATOK,430000
2012-04,BUKIT BATOK,430000
2012-04,BUKIT BATOK,435000
2012-04,BUKIT BATOK,440000
2012-04,BUKIT BATOK,445000
2012-04,BUKIT BATOK,445000
2012-04,BUKIT BATOK,445000
2012-04,BUKIT BATOK,446888
2012-04,BUKIT BATOK,449000
2012-04,BUKIT BATOK,457000
2012-04,BUKIT BATOK,465000
2012-04,BUKIT BATOK,465000
2012-04,BUKIT BATOK,465000
2012-04,BUKIT BATOK,470000
2012-04,BUKIT BATOK,471000
2012-04,BUKIT BATOK,490000
2012-04,BUKIT BATOK,510000
2012-04,BUKIT BATOK,521800
2012-04,BUKIT BATOK,523000
2012-04,BUKIT BATOK,532000
2012-04,BUKIT BATOK,537000
2012-04,BUKIT BATOK,538000
2012-04,BUKIT BATOK,545000
2012-04,BUKIT BATOK,575000
2012-04,BUKIT BATOK,585000
2012-04,BUKIT BATOK,586000
2012-04,BUKIT BATOK,591888
2012-04,BUKIT BATOK,593000
2012-04,BUKIT BATOK,600000
2012-04,BUKIT BATOK,605000
2012-04,BUKIT BATOK,605000
2012-04,BUKIT BATOK,615000
2012-04,BUKIT BATOK,623000
2012-04,BUKIT BATOK,630000
2012-04,BUKIT BATOK,630000
2012-04,BUKIT BATOK,639000
2012-04,BUKIT BATOK,665000
2012-04,BUKIT BATOK,685000
2012-04,BUKIT MERAH,240000
2012-04,BUKIT MERAH,254000
2012-04,BUKIT MERAH,260000
2012-04,BUKIT MERAH,272000
2012-04,BUKIT MERAH,294000
2012-04,BUKIT MERAH,300000
2012-04,BUKIT MERAH,310000
2012-04,BUKIT MERAH,315000
2012-04,BUKIT MERAH,315000
2012-04,BUKIT MERAH,317000
2012-04,BUKIT MERAH,317000
2012-04,BUKIT MERAH,318000
2012-04,BUKIT MERAH,327000
2012-04,BUKIT MERAH,328000
2012-04,BUKIT MERAH,331000
2012-04,BUKIT MERAH,332000
2012-04,BUKIT MERAH,335000
2012-04,BUKIT MERAH,340000
2012-04,BUKIT MERAH,350000
2012-04,BUKIT MERAH,350000
2012-04,BUKIT MERAH,353000
2012-04,BUKIT MERAH,355000
2012-04,BUKIT MERAH,355000
2012-04,BUKIT MERAH,376800
2012-04,BUKIT MERAH,378000
2012-04,BUKIT MERAH,383000
2012-04,BUKIT MERAH,384000
2012-04,BUKIT MERAH,388000
2012-04,BUKIT MERAH,390000
2012-04,BUKIT MERAH,390000
2012-04,BUKIT MERAH,393000
2012-04,BUKIT MERAH,395000
2012-04,BUKIT MERAH,395000
2012-04,BUKIT MERAH,400000
2012-04,BUKIT MERAH,401000
2012-04,BUKIT MERAH,401000
2012-04,BUKIT MERAH,403000
2012-04,BUKIT MERAH,405000
2012-04,BUKIT MERAH,405000
2012-04,BUKIT MERAH,407800
2012-04,BUKIT MERAH,408000
2012-04,BUKIT MERAH,410000
2012-04,BUKIT MERAH,414000
2012-04,BUKIT MERAH,423000
2012-04,BUKIT MERAH,425000
2012-04,BUKIT MERAH,430000
2012-04,BUKIT MERAH,435000
