month,town,resale_price
2012-03,ANG MO KIO,250000
2012-03,ANG MO KIO,265000
2012-03,ANG MO KIO,315000
2012-03,ANG MO KIO,320000
2012-03,ANG MO KIO,321000
2012-03,ANG MO KIO,321000
2012-03,ANG MO KIO,323000
2012-03,ANG MO KIO,325000
2012-03,ANG MO KIO,328000
2012-03,ANG MO KIO,330000
2012-03,ANG MO KIO,331000
2012-03,ANG MO KIO,332000
2012-03,ANG MO KIO,333000
2012-03,ANG MO KIO,333000
2012-03,ANG MO KIO,335000
2012-03,ANG MO KIO,336000
2012-03,ANG MO KIO,336000
2012-03,ANG MO KIO,336000
2012-03,ANG MO KIO,338000
2012-03,ANG MO KIO,339000
2012-03,ANG MO KIO,339000
2012-03,ANG MO KIO,340000
2012-03,ANG MO KIO,340000
2012-03,ANG MO KIO,342000
2012-03,ANG MO KIO,342000
2012-03,ANG MO KIO,347000
2012-03,ANG MO KIO,348000
2012-03,ANG MO KIO,350000
2012-03,ANG MO KIO,350000
2012-03,ANG MO KIO,350000
2012-03,ANG MO KIO,350000
2012-03,ANG MO KIO,353000
2012-03,ANG MO KIO,355000
2012-03,ANG MO KIO,357000
2012-03,ANG MO KIO,358000
2012-03,ANG MO KIO,360000
2012-03,ANG MO KIO,363000
2012-03,ANG MO KIO,367000
2012-03,ANG MO KIO,368000
2012-03,ANG MO KIO,368000
2012-03,ANG MO KIO,368000
2012-03,ANG MO KIO,368000
2012-03,ANG MO KIO,368000
2012-03,ANG MO KIO,370000
2012-03,ANG MO KIO,372000
2012-03,ANG MO KIO,373000
2012-03,ANG MO KIO,377000
2012-03,ANG MO KIO,379000
2012-03,ANG MO KIO,380000
2012-03,ANG MO KIO,380000
2012-03,ANG MO KIO,380000
2012-03,ANG MO KIO,380000
2012-03,ANG MO KIO,385000
2012-03,ANG MO KIO,385000
2012-03,ANG MO KIO,390000
2012-03,ANG MO KIO,392000
2012-03,ANG MO KIO,398000
2012-03,ANG MO KIO,398000
2012-03,ANG MO KIO,399000
2012-03,ANG MO KIO,400000
2012-03,ANG MO KIO,400000
2012-03,ANG MO KIO,400000
2012-03,ANG MO KIO,400000
2012-03,ANG MO KIO,403000
2012-03,ANG MO KIO,411000
2012-03,ANG MO KIO,411000
2012-03,ANG MO KIO,414000
2012-03,ANG MO KIO,418000
2012-03,ANG MO KIO,426888
2012-03,ANG MO KIO,427000
2012-03,ANG MO KIO,428000
2012-03,ANG MO KIO,430000
2012-03,ANG MO KIO,433000
2012-03,ANG MO KIO,434000
2012-03,ANG MO KIO,434800
2012-03,ANG MO KIO,435000
2012-03,ANG MO KIO,440000
2012-03,ANG MO KIO,443000
2012-03,ANG MO KIO,445000
2012-03,ANG MO KIO,448000
2012-03,ANG MO KIO,455000
2012-03,ANG MO KIO,455000
2012-03,ANG MO KIO,457000
2012-03,ANG MO KIO,460000
2012-03,ANG MO KIO,460000
2012-03,ANG MO KIO,460000
2012-03,ANG MO KIO,478000
2012-03,ANG MO KIO,478000
2012-03,ANG MO KIO,480000
2012-03,ANG MO KIO,480000
2012-03,ANG MO KIO,480000
2012-03,ANG MO KIO,481000
2012-03,ANG MO KIO,493000
2012-03,ANG MO KIO,505000
2012-03,ANG MO KIO,508000
2012-03,ANG MO KIO,515000
2012-03,ANG MO KIO,518000
2012-03,ANG MO KIO,533000
2012-03,ANG MO KIO,538000
2012-03,ANG MO KIO,538000
2012-03,ANG MO KIO,550000
2012-03,ANG MO KIO,590000
2012-03,ANG MO KIO,596000
2012-03,ANG MO KIO,600000
2012-03,ANG MO KIO,603000
2012-03,ANG MO KIO,605000
2012-03,ANG MO KIO,610000
2012-03,ANG MO KIO,620000
2012-03,ANG MO KIO,623000
2012-03,ANG MO KIO,630000
2012-03,ANG MO KIO,635000
2012-03,ANG MO KIO,655000
2012-03,ANG MO KIO,658000
2012-03,ANG MO KIO,670000
2012-03,ANG MO KIO,686000
2012-03,ANG MO KIO,686000
2012-03,ANG MO KIO,767000
2012-03,ANG MO KIO,775000
2012-03,ANG MO KIO,785000
2012-03,BEDOK,249000
2012-03,BEDOK,268000
2012-03,BEDOK,292000
2012-03,BEDOK,294000
2012-03,BEDOK,295000
2012-03,BEDOK,295000
2012-03,BEDOK,300000
2012-03,BEDOK,300000
2012-03,BEDOK,300000
2012-03,BEDOK,301000
2012-03,BEDOK,303000
2012-03,BEDOK,303000
2012-03,BEDOK,305000
2012-03,BEDOK,305000
2012-03,BEDOK,306000
2012-03,BEDOK,307000
2012-03,BEDOK,307000
2012-03,BEDOK,308000
2012-03,BEDOK,308000
2012-03,BEDOK,312000
2012-03,BEDOK,312000
2012-03,BEDOK,315000
2012-03,BEDOK,315000
2012-03,BEDOK,316000
2012-03,BEDOK,318000
2012-03,BEDOK,320000
2012-03,BEDOK,320000
2012-03,BEDOK,322000
2012-03,BEDOK,325000
2012-03,BEDOK,325000
2012-03,BEDOK,328000
2012-03,BEDOK,328000
2012-03,BEDOK,328000
2012-03,BEDOK,330000
2012-03,BEDOK,330000
2012-03,BEDOK,330000
2012-03,BEDOK,333000
2012-03,BEDOK,335000
2012-03,BEDOK,335000
2012-03,BEDOK,337000
2012-03,BEDOK,340000
2012-03,BEDOK,340000
2012-03,BEDOK,340000
2012-03,BEDOK,345000
2012-03,BEDOK,345000
2012-03,BEDOK,348000
2012-03,BEDOK,350000
2012-03,BEDOK,350000
2012-03,BEDOK,350000
2012-03,BEDOK,350000
2012-03,BEDOK,357800
2012-03,BEDOK,358000
2012-03,BEDOK,358000
2012-03,BEDOK,360000
2012-03,BEDOK,360000
2012-03,BEDOK,363000
2012-03,BEDOK,366000
2012-03,BEDOK,381000
2012-03,BEDOK,385000
2012-03,BEDOK,385000
2012-03,BEDOK,386000
2012-03,BEDOK,388000
2012-03,BEDOK,393000
2012-03,BEDOK,395000
2012-03,BEDOK,400000
2012-03,BEDOK,400000
2012-03,BEDOK,400000
2012-03,BEDOK,400000
2012-03,BEDOK,403000
2012-03,BEDOK,405000
2012-03,BEDOK,406000
2012-03,BEDOK,407000
2012-03,BEDOK,408000
2012-03,BEDOK,410000
2012-03,BEDOK,410000
2012-03,BEDOK,411000
2012-03,BEDOK,415000
2012-03,BEDOK,415000
2012-03,BEDOK,416000
2012-03,BEDOK,417000
2012-03,BEDOK,417000
2012-03,BEDOK,420000
2012-03,BEDOK,420000
2012-03,BEDOK,422000
2012-03,BEDOK,422800
2012-03,BEDOK,425000
2012-03,BEDOK,428000
2012-03,BEDOK,430000
2012-03,BEDOK,432000
2012-03,BEDOK,433000
2012-03,BEDOK,440000
2012-03,BEDOK,440000
2012-03,BEDOK,443000
2012-03,BEDOK,443000
2012-03,BEDOK,447000
2012-03,BEDOK,455000
2012-03,BEDOK,458000
2012-03,BEDOK,460000
2012-03,BEDOK,461800
2012-03,BEDOK,463000
2012-03,BEDOK,465000
2012-03,BEDOK,468000
2012-03,BEDOK,477000
2012-03,BEDOK,480000
2012-03,BEDOK,502000
2012-03,BEDOK,510000
2012-03,BEDOK,512000
2012-03,BEDOK,520000
2012-03,BEDOK,523000
2012-03,BEDOK,530000
2012-03,BEDOK,532880
2012-03,BEDOK,545000
2012-03,BEDOK,558000
2012-03,BEDOK,560000
2012-03,BEDOK,567000
2012-03,BEDOK,573000
2012-03,BEDOK,575000
2012-03,BEDOK,577000
2012-03,BEDOK,577800
2012-03,BEDOK,600000
2012-03,BEDOK,608000
2012-03,BEDOK,617000
2012-03,BEDOK,620000
2012-03,BEDOK,630000
2012-03,BEDOK,630000
2012-03,BEDOK,635000
2012-03,BEDOK,640000
2012-03,BEDOK,645000
2012-03,BEDOK,660000
2012-03,BEDOK,690000
2012-03,BEDOK,700000
2012-03,BEDOK,730000
2012-03,BEDOK,747000
2012-03,BEDOK,790000
2012-03,BISHAN,316000
2012-03,BISHAN,390000
2012-03,BISHAN,420000
2012-03,BISHAN,420000
2012-03,BISHAN,440000
2012-03,BISHAN,441000
2012-03,BISHAN,470000
2012-03,BISHAN,470000
2012-03,BISHAN,475000
2012-03,BISHAN,480000
2012-03,BISHAN,480000
2012-03,BISHAN,480000
2012-03,BISHAN,490388
2012-03,BISHAN,503000
2012-03,BISHAN,504000
2012-03,BISHAN,535000
2012-03,BISHAN,538000
2012-03,BISHAN,540000
2012-03,BISHAN,548000
2012-03,BISHAN,560000
2012-03,BISHAN,568000
2012-03,BISHAN,575000
2012-03,BISHAN,575000
2012-03,BISHAN,582000
2012-03,BISHAN,588000
2012-03,BISHAN,590000
2012-03,BISHAN,595000
2012-03,BISHAN,600000
2012-03,BISHAN,618000
2012-03,BISHAN,625000
2012-03,BISHAN,630000
2012-03,BISHAN,655000
2012-03,BISHAN,665000
2012-03,BISHAN,668000
2012-03,BISHAN,670888
2012-03,BISHAN,675000
2012-03,BISHAN,677000
2012-03,BISHAN,688000
2012-03,BISHAN,688000
2012-03,BISHAN,705000
2012-03,BISHAN,710000
2012-03,BISHAN,728000
2012-03,BISHAN,730000
2012-03,BISHAN,737000
2012-03,BISHAN,740000
2012-03,BISHAN,775000
2012-03,BISHAN,838000
2012-03,BISHAN,850000
2012-03,BISHAN,900000
2012-03,BUKIT BATOK,275000
2012-03,BUKIT BATOK,285000
2012-03,BUKIT BATOK,288000
2012-03,BUKIT BATOK,291000
2012-03,BUKIT BATOK,295000
2012-03,BUKIT BATOK,298000
2012-03,BUKIT BATOK,300000
2012-03,BUKIT BATOK,302000
2012-03,BUKIT BATOK,307000
2012-03,BUKIT BATOK,308000
2012-03,BUKIT BATOK,308000
2012-03,BUKIT BATOK,310000
2012-03,BUKIT BATOK,312000
2012-03,BUKIT BATOK,314000
2012-03,BUKIT BATOK,315000
2012-03,BUKIT BATOK,315000
2012-03,BUKIT BATOK,317000
2012-03,BUKIT BATOK,318000
2012-03,BUKIT BATOK,318000
2012-03,BUKIT BATOK,320000
2012-03,BUKIT BATOK,321000
2012-03,BUKIT BATOK,325000
2012-03,BUKIT BATOK,328000
2012-03,BUKIT BATOK,330000
2012-03,BUKIT BATOK,331000
2012-03,BUKIT BATOK,332000
2012-03,BUKIT BATOK,333000
2012-03,BUKIT BATOK,335000
2012-03,BUKIT BATOK,336000
2012-03,BUKIT BATOK,336000
2012-03,BUKIT BATOK,338000
2012-03,BUKIT BATOK,338000
2012-03,BUKIT BATOK,340000
2012-03,BUKIT BATOK,340000
2012-03,BUKIT BATOK,341000
2012-03,BUKIT BATOK,341000
2012-03,BUKIT BATOK,342000
2012-03,BUKIT BATOK,345000
2012-03,BUKIT BATOK,347000
2012-03,BUKIT BATOK,348000
2012-03,BUKIT BATOK,355000
2012-03,BUKIT BATOK,357000
2012-03,BUKIT BATOK,369000
2012-03,BUKIT BATOK,370000
2012-03,BUKIT BATOK,372000
2012-03,BUKIT BATOK,372000
2012-03,BUKIT BATOK,378000
2012-03,BUKIT BATOK,378000
2012-03,BUKIT BATOK,380000
2012-03,BUKIT BATOK,380000
2012-03,BUKIT BATOK,388000
2012-03,BUKIT BATOK,388000
2012-03,BUKIT BATOK,393000
2012-03,BUKIT BATOK,395000
2012-03,BUKIT BATOK,396000
2012-03,BUKIT BATOK,397000
2012-03,BUKIT BATOK,403000
2012-03,BUKIT BATOK,405000
2012-03,BUKIT BATOK,408888
2012-03,BUKIT BATOK,410000
2012-03,BUKIT BATOK,410000
2012-03,BUKIT BATOK,410000
2012-03,BUKIT BATOK,410000
2012-03,BUKIT BATOK,415000
2012-03,BUKIT BATOK,418000
2012-03,BUKIT BATOK,421000
2012-03,BUKIT BATOK,422000
2012-03,BUKIT BATOK,426000
2012-03,BUKIT BATOK,428000
2012-03,BUKIT BATOK,430000
2012-03,BUKIT BATOK,430000
2012-03,BUKIT BATOK,437000
2012-03,BUKIT BATOK,448000
2012-03,BUKIT BATOK,455000
2012-03,BUKIT BATOK,457600
2012-03,BUKIT BATOK,460000
2012-03,BUKIT BATOK,461000
2012-03,BUKIT BATOK,462000
2012-03,BUKIT BATOK,463000
2012-03,BUKIT BATOK,465000
2012-03,BUKIT BATOK,468000
2012-03,BUKIT BATOK,470000
2012-03,BUKIT BATOK,473000
2012-03,BUKIT BATOK,475000
2012-03,BUKIT BATOK,475000
2012-03,BUKIT BATOK,480000
2012-03,BUKIT BATOK,488000
2012-03,BUKIT BATOK,500000
2012-03,BUKIT BATOK,515000
2012-03,BUKIT BATOK,520000
2012-03,BUKIT BATOK,540000
2012-03,BUKIT BATOK,575000
2012-03,BUKIT BATOK,590000
2012-03,BUKIT BATOK,602000
2012-03,BUKIT BATOK,604000
2012-03,BUKIT BATOK,605000
2012-03,BUKIT BATOK,618000
2012-03,BUKIT BATOK,620000
2012-03,BUKIT BATOK,620000
2012-03,BUKIT BATOK,620000
2012-03,BUKIT BATOK,620888
2012-03,BUKIT BATOK,633000
2012-03,BUKIT BATOK,700000
2012-03,BUKIT BATOK,718000
2012-03,BUKIT BATOK,723000
2012-03,BUKIT BATOK,735000
2012-03,BUKIT MERAH,268000
2012-03,BUKIT MERAH,292000
2012-03,BUKIT MERAH,292000
2012-03,BUKIT MERAH,293888
2012-03,BUKIT MERAH,312000
2012-03,BUKIT MERAH,315000
2012-03,BUKIT MERAH,318000
2012-03,BUKIT MERAH,320000
2012-03,BUKIT MERAH,322000
2012-03,BUKIT MERAH,328000
2012-03,BUKIT MERAH,340000
2012-03,BUKIT MERAH,352000
2012-03,BUKIT MERAH,355000
2012-03,BUKIT MERAH,357000
2012-03,BUKIT MERAH,360000
2012-03,BUKIT MERAH,370000
2012-03,BUKIT MERAH,373000
2012-03,BUKIT MERAH,381000
2012-03,BUKIT MERAH,385000
2012-03,BUKIT MERAH,385000
2012-03,BUKIT MERAH,386000
2012-03,BUKIT MERAH,390000
2012-03,BUKIT MERAH,390000
2012-03,BUKIT MERAH,390000
2012-03,BUKIT MERAH,395000
2012-03,BUKIT MERAH,398000
2012-03,BUKIT MERAH,398500
2012-03,BUKIT MERAH,405000
2012-03,BUKIT MERAH,415000
2012-03,BUKIT MERAH,426000
2012-03,BUKIT MERAH,440000
2012-03,BUKIT MERAH,443000
2012-03,BUKIT MERAH,458000
2012-03,BUKIT MERAH,467000
2012-03,BUKIT MERAH,468000
2012-03,BUKIT MERAH,472000
2012-03,BUKIT MERAH,485000
2012-03,BUKIT MERAH,498000
2012-03,BUKIT MERAH,510000
2012-03,BUKIT MERAH,525000
2012-03,BUKIT MERAH,525000
2012-03,BUKIT MERAH,544000
2012-03,BUKIT MERAH,545000
2012-03,BUKIT MERAH,546000
2012-03,BUKIT MERAH,550000
2012-03,BUKIT MERAH,555000
2012-03,BUKIT MERAH,560000
2012-03,BUKIT MERAH,565000
2012-03,BUKIT MERAH,571000
2012-03,BUKIT MERAH,577888
2012-03,BUKIT MERAH,580000
2012-03,BUKIT MERAH,583000
2012-03,BUKIT MERAH,585000
2012-03,BUKIT MERAH,590000
2012-03,BUKIT MERAH,615000
2012-03,BUKIT MERAH,616000
2012-03,BUKIT MERAH,623000
2012-03,BUKIT MERAH,628000
2012-03,BUKIT MERAH,631800
2012-03,BUKIT MERAH,645000
2012-03,BUKIT MERAH,650000
2012-03,BUKIT MERAH,650000
2012-03,BUKIT MERAH,650000
2012-03,BUKIT MERAH,659000
2012-03,BUKIT MERAH,663000
2012-03,BUKIT MERAH,667000
2012-03,BUKIT MERAH,670000
2012-03,BUKIT MERAH,681000
2012-03,BUKIT MERAH,683000
2012-03,BUKIT MERAH,683800
2012-03,BUKIT MERAH,685000
2012-03,BUKIT MERAH,687000
2012-03,BUKIT MERAH,688000
2012-03,BUKIT MERAH,689000
2012-03,BUKIT MERAH,695000
2012-03,BUKIT MERAH,695000
2012-03,BUKIT MERAH,700000
2012-03,BUKIT MERAH,700000
2012-03,BUKIT MERAH,705000
2012-03,BUKIT MERAH,712000
2012-03,BUKIT MERAH,712888
2012-03,BUKIT MERAH,713000
2012-03,BUKIT MERAH,715188
2012-03,BUKIT MERAH,716000
2012-03,BUKIT MERAH,720000
2012-03,BUKIT MERAH,720000
2012-03,BUKIT MERAH,725000
2012-03,BUKIT MERAH,738000
2012-03,BUKIT MERAH,741000
2012-03,BUKIT MERAH,743000
2012-03,BUKIT MERAH,745000
2012-03,BUKIT MERAH,755000
2012-03,BUKIT MERAH,759000
2012-03,BUKIT MERAH,759000
2012-03,BUKIT MERAH,760000
2012-03,BUKIT MERAH,772000
2012-03,BUKIT MERAH,785000
2012-03,BUKIT MERAH,788000
2012-03,BUKIT MERAH,788000
2012-03,BUKIT MERAH,795000
2012-03,BUKIT MERAH,803000
2012-03,BUKIT MERAH,823000
2012-03,BUKIT MERAH,825000
2012-03,BUKIT MERAH,827500
2012-03,BUKIT MERAH,828000
2012-03,BUKIT MERAH,828000
2012-03,BUKIT MERAH,829000
2012-03,BUKIT PANJANG,320000
2012-03,BUKIT PANJANG,340000
2012-03,BUKIT PANJANG,346000
2012-03,BUKIT PANJANG,350000
2012-03,BUKIT PANJANG,378000
2012-03,BUKIT PANJANG,380000
2012-03,BUKIT PANJANG,385000
2012-03,BUKIT PANJANG,390000
2012-03,BUKIT PANJANG,390000
2012-03,BUKIT PANJANG,392000
2012-03,BUKIT PANJANG,393000
2012-03,BUKIT PANJANG,393888
2012-03,BUKIT PANJANG,395000
2012-03,BUKIT PANJANG,401000
2012-03,BUKIT PANJANG,406000
2012-03,BUKIT PANJANG,408000
2012-03,BUKIT PANJANG,411000
2012-03,BUKIT PANJANG,415000
2012-03,BUKIT PANJANG,415000
2012-03,BUKIT PANJANG,415000
2012-03,BUKIT PANJANG,415000
2012-03,BUKIT PANJANG,424000
2012-03,BUKIT PANJANG,425000
2012-03,BUKIT PANJANG,430000
2012-03,BUKIT PANJANG,432000
2012-03,BUKIT PANJANG,440000
2012-03,BUKIT PANJANG,445000
2012-03,BUKIT PANJANG,446888
2012-03,BUKIT PANJANG,454000
2012-03,BUKIT PANJANG,460000
2012-03,BUKIT PANJANG,468688
2012-03,BUKIT PANJANG,473000
2012-03,BUKIT PANJANG,485000
2012-03,BUKIT PANJANG,488000
2012-03,BUKIT PANJANG,491000
2012-03,BUKIT PANJANG,495000
2012-03,BUKIT PANJANG,505000
2012-03,BUKIT PANJANG,508000
2012-03,BUKIT PANJANG,510000
2012-03,BUKIT PANJANG,511000
2012-03,BUKIT PANJANG,515000
2012-03,BUKIT PANJANG,517000
2012-03,BUKIT PANJANG,520000
2012-03,BUKIT PANJANG,522000
2012-03,BUKIT PANJANG,525000
2012-03,BUKIT PANJANG,540000
2012-03,BUKIT PANJANG,540000
2012-03,BUKIT PANJANG,548000
2012-03,BUKIT PANJANG,553000
2012-03,BUKIT PANJANG,568000
2012-03,BUKIT PANJANG,570000
2012-03,BUKIT PANJANG,585000
2012-03,BUKIT PANJANG,585000
2012-03,BUKIT PANJANG,600888
2012-03,BUKIT PANJANG,601000
2012-03,BUKIT PANJANG,602888
2012-03,BUKIT PANJANG,630000
2012-03,BUKIT PANJANG,635000
2012-03,BUKIT PANJANG,650000
2012-03,BUKIT TIMAH,575000
2012-03,BUKIT TIMAH,578000
2012-03,BUKIT TIMAH,602000
2012-03,BUKIT TIMAH,745000
2012-03,BUKIT TIMAH,750000
2012-03,CENTRAL AREA,380000
2012-03,CENTRAL AREA,388000
2012-03,CENTRAL AREA,400000
2012-03,CENTRAL AREA,460000
2012-03,CENTRAL AREA,488000
2012-03,CENTRAL AREA,495000
2012-03,CENTRAL AREA,503000
2012-03,CENTRAL AREA,523888
2012-03,CENTRAL AREA,533000
2012-03,CENTRAL AREA,575500
2012-03,CENTRAL AREA,680000
2012-03,CENTRAL AREA,728000
2012-03,CHOA CHU KANG,305000
2012-03,CHOA CHU KANG,322000
2012-03,CHOA CHU KANG,322000
2012-03,CHOA CHU KANG,328000
2012-03,CHOA CHU KANG,330000
2012-03,CHOA CHU KANG,332000
2012-03,CHOA CHU KANG,333000
2012-03,CHOA CHU KANG,335000
2012-03,CHOA CHU KANG,343000
2012-03,CHOA CHU KANG,351000
2012-03,CHOA CHU KANG,370000
2012-03,CHOA CHU KANG,370000
2012-03,CHOA CHU KANG,380000
2012-03,CHOA CHU KANG,382000
2012-03,CHOA CHU KANG,384000
2012-03,CHOA CHU KANG,385000
2012-03,CHOA CHU KANG,385000
2012-03,CHOA CHU KANG,388000
2012-03,CHOA CHU KANG,390000
2012-03,CHOA CHU KANG,393500
2012-03,CHOA CHU KANG,395000
2012-03,CHOA CHU KANG,398000
2012-03,CHOA CHU KANG,398000
2012-03,CHOA CHU KANG,398000
2012-03,CHOA CHU KANG,398000
2012-03,CHOA CHU KANG,400000
2012-03,CHOA CHU KANG,400000
2012-03,CHOA CHU KANG,400000
2012-03,CHOA CHU KANG,400000
2012-03,CHOA CHU KANG,402000
2012-03,CHOA CHU KANG,403000
2012-03,CHOA CHU KANG,403000
2012-03,CHOA CHU KANG,403000
2012-03,CHOA CHU KANG,405000
2012-03,CHOA CHU KANG,405000
2012-03,CHOA CHU KANG,405000
2012-03,CHOA CHU KANG,405000
2012-03,CHOA CHU KANG,405000
2012-03,CHOA CHU KANG,405000
2012-03,CHOA CHU KANG,407000
2012-03,CHOA CHU KANG,408000
2012-03,CHOA CHU KANG,408710.88
2012-03,CHOA CHU KANG,410000
2012-03,CHOA CHU KANG,410000
2012-03,CHOA CHU KANG,410000
2012-03,CHOA CHU KANG,411000
2012-03,CHOA CHU KANG,411000
2012-03,CHOA CHU KANG,412000
2012-03,CHOA CHU KANG,414000
2012-03,CHOA CHU KANG,415000
2012-03,CHOA CHU KANG,415000
2012-03,CHOA CHU KANG,416000
2012-03,CHOA CHU KANG,417000
2012-03,CHOA CHU KANG,418000
2012-03,CHOA CHU KANG,418000
2012-03,CHOA CHU KANG,418000
2012-03,CHOA CHU KANG,418088
2012-03,CHOA CHU KANG,420000
2012-03,CHOA CHU KANG,420000
2012-03,CHOA CHU KANG,421000
2012-03,CHOA CHU KANG,422000
2012-03,CHOA CHU KANG,422000
2012-03,CHOA CHU KANG,424000
2012-03,CHOA CHU KANG,425000
2012-03,CHOA CHU KANG,425000
2012-03,CHOA CHU KANG,428000
2012-03,CHOA CHU KANG,428000
2012-03,CHOA CHU KANG,430000
2012-03,CHOA CHU KANG,430000
2012-03,CHOA CHU KANG,430000
2012-03,CHOA CHU KANG,430000
2012-03,CHOA CHU KANG,430000
2012-03,CHOA CHU KANG,430000
2012-03,CHOA CHU KANG,431000
2012-03,CHOA CHU KANG,434000
2012-03,CHOA CHU KANG,437000
2012-03,CHOA CHU KANG,440000
2012-03,CHOA CHU KANG,440000
2012-03,CHOA CHU KANG,440000
2012-03,CHOA CHU KANG,447000
2012-03,CHOA CHU KANG,450000
2012-03,CHOA CHU KANG,450000
2012-03,CHOA CHU KANG,455000
2012-03,CHOA CHU KANG,455500
2012-03,CHOA CHU KANG,456000
2012-03,CHOA CHU KANG,458000
2012-03,CHOA CHU KANG,459000
2012-03,CHOA CHU KANG,460000
2012-03,CHOA CHU KANG,468000
2012-03,CHOA CHU KANG,470000
2012-03,CHOA CHU KANG,470000
2012-03,CHOA CHU KANG,477000
2012-03,CHOA CHU KANG,480000
2012-03,CHOA CHU KANG,483000
2012-03,CHOA CHU KANG,485000
2012-03,CHOA CHU KANG,485000
2012-03,CHOA CHU KANG,488000
2012-03,CHOA CHU KANG,488000
2012-03,CHOA CHU KANG,488000
2012-03,CHOA CHU KANG,496000
2012-03,CHOA CHU KANG,496000
2012-03,CHOA CHU KANG,500000
2012-03,CHOA CHU KANG,500000
2012-03,CHOA CHU KANG,501000
2012-03,CHOA CHU KANG,505000
2012-03,CHOA CHU KANG,510000
2012-03,CHOA CHU KANG,516000
2012-03,CHOA CHU KANG,522000
2012-03,CHOA CHU KANG,523000
2012-03,CHOA CHU KANG,528000
2012-03,CHOA CHU KANG,543000
2012-03,CHOA CHU KANG,550000
2012-03,CHOA CHU KANG,550000
2012-03,CHOA CHU KANG,553000
2012-03,CHOA CHU KANG,555000
2012-03,CHOA CHU KANG,570000
2012-03,CHOA CHU KANG,585000
2012-03,CHOA CHU KANG,585000
2012-03,CHOA CHU KANG,589000
2012-03,CHOA CHU KANG,590888
2012-03,CLEMENTI,265000
2012-03,CLEMENTI,314000
2012-03,CLEMENTI,315000
2012-03,CLEMENTI,317000
2012-03,CLEMENTI,318888
2012-03,CLEMENTI,319000
2012-03,CLEMENTI,320000
2012-03,CLEMENTI,323000
2012-03,CLEMENTI,324000
2012-03,CLEMENTI,328000
2012-03,CLEMENTI,333000
2012-03,CLEMENTI,333000
2012-03,CLEMENTI,338000
2012-03,CLEMENTI,355000
2012-03,CLEMENTI,366000
2012-03,CLEMENTI,368000
2012-03,CLEMENTI,370000
2012-03,CLEMENTI,372000
2012-03,CLEMENTI,376000
2012-03,CLEMENTI,378000
2012-03,CLEMENTI,382000
2012-03,CLEMENTI,383000
2012-03,CLEMENTI,385000
2012-03,CLEMENTI,385000
2012-03,CLEMENTI,388000
2012-03,CLEMENTI,390000
2012-03,CLEMENTI,392000
2012-03,CLEMENTI,395000
2012-03,CLEMENTI,397000
2012-03,CLEMENTI,400000
2012-03,CLEMENTI,410000
2012-03,CLEMENTI,410000
2012-03,CLEMENTI,415000
2012-03,CLEMENTI,435000
2012-03,CLEMENTI,435000
2012-03,CLEMENTI,460000
2012-03,CLEMENTI,461000
2012-03,CLEMENTI,472500
2012-03,CLEMENTI,476800
2012-03,CLEMENTI,491000
2012-03,CLEMENTI,495000
2012-03,CLEMENTI,500000
2012-03,CLEMENTI,505000
2012-03,CLEMENTI,520000
2012-03,CLEMENTI,525000
2012-03,CLEMENTI,530000
2012-03,CLEMENTI,535000
2012-03,CLEMENTI,555000
2012-03,CLEMENTI,585000
2012-03,CLEMENTI,600000
2012-03,CLEMENTI,650000
2012-03,CLEMENTI,650000
2012-03,CLEMENTI,650000
2012-03,CLEMENTI,677000
2012-03,CLEMENTI,680000
2012-03,CLEMENTI,800000
2012-03,GEYLANG,257000
2012-03,GEYLANG,267000
2012-03,GEYLANG,270000
2012-03,GEYLANG,272000
2012-03,GEYLANG,275000
2012-03,GEYLANG,276500
2012-03,GEYLANG,280000
2012-03,GEYLANG,285000
2012-03,GEYLANG,285000
2012-03,GEYLANG,289000
2012-03,GEYLANG,290000
2012-03,GEYLANG,293000
2012-03,GEYLANG,293000
2012-03,GEYLANG,295000
2012-03,GEYLANG,295000
2012-03,GEYLANG,297000
2012-03,GEYLANG,299000
2012-03,GEYLANG,300000
2012-03,GEYLANG,300000
2012-03,GEYLANG,306500
2012-03,GEYLANG,309000
2012-03,GEYLANG,310000
2012-03,GEYLANG,310000
2012-03,GEYLANG,313000
2012-03,GEYLANG,315000
2012-03,GEYLANG,320000
2012-03,GEYLANG,320000
2012-03,GEYLANG,321000
2012-03,GEYLANG,324000
2012-03,GEYLANG,330000
2012-03,GEYLANG,332000
2012-03,GEYLANG,335000
2012-03,GEYLANG,341000
2012-03,GEYLANG,342000
2012-03,GEYLANG,346000
2012-03,GEYLANG,346000
2012-03,GEYLANG,355000
2012-03,GEYLANG,358000
2012-03,GEYLANG,365000
2012-03,GEYLANG,372000
2012-03,GEYLANG,373000
2012-03,GEYLANG,378000
2012-03,GEYLANG,388888
2012-03,GEYLANG,390000
2012-03,GEYLANG,394000
2012-03,GEYLANG,403000
2012-03,GEYLANG,415000
2012-03,GEYLANG,415000
2012-03,GEYLANG,416000
2012-03,GEYLANG,418000
2012-03,GEYLANG,422000
2012-03,GEYLANG,423000
2012-03,GEYLANG,425500
2012-03,GEYLANG,443888
2012-03,GEYLANG,446000
2012-03,GEYLANG,478000
2012-03,GEYLANG,492000
2012-03,GEYLANG,495000
2012-03,GEYLANG,495000
2012-03,GEYLANG,500000
2012-03,GEYLANG,505000
2012-03,GEYLANG,505000
2012-03,GEYLANG,517000
2012-03,GEYLANG,531800
